timestamp,value,index,name
1029472000,0.021505,77,machine-1-1
1029558400,0.021505,78,machine-1-1
1029644800,0.032258,79,machine-1-1
1029731200,0.021505,80,machine-1-1
1029817600,0.021505,81,machine-1-1
1029904000,0.021505,82,machine-1-1
1029990400,0.021505,83,machine-1-1
1030076800,0.021505,84,machine-1-1
1030163200,0.010753,85,machine-1-1
1030249600,0.021505,86,machine-1-1
1030336000,0.010753,87,machine-1-1
1030422400,0.021505,88,machine-1-1
1030508800,0.021505,89,machine-1-1
1030595200,0.021505,90,machine-1-1
1030681600,0.021505,91,machine-1-1
1030768000,0.021505,92,machine-1-1
1030854400,0.010753,93,machine-1-1
1030940800,0.021505,94,machine-1-1
1031027200,0.010753,95,machine-1-1
1031113600,0.021505,96,machine-1-1
1031200000,0.021505,97,machine-1-1
1031286400,0.010753,98,machine-1-1
1031372800,0.021505,99,machine-1-1
1031459200,0.010753,100,machine-1-1
1031545600,0.021505,101,machine-1-1
1031632000,0.021505,102,machine-1-1
1031718400,0.021505,103,machine-1-1
1031804800,0.021505,104,machine-1-1
1031891200,0.021505,105,machine-1-1
1031977600,0.032258,106,machine-1-1
1032064000,0.021505,107,machine-1-1
1032150400,0.032258,108,machine-1-1
1032236800,0.010753,109,machine-1-1
1032323200,0.021505,110,machine-1-1
1032409600,0.032258,111,machine-1-1
1032496000,0.021505,112,machine-1-1
1032582400,0.032258,113,machine-1-1
1032668800,0.021505,114,machine-1-1
1032755200,0.021505,115,machine-1-1
1032841600,0.010753,116,machine-1-1
1032928000,0.021505,117,machine-1-1
1033014400,0.021505,118,machine-1-1
1033100800,0.021505,119,machine-1-1
1033187200,0.021505,120,machine-1-1
1033273600,0.021505,121,machine-1-1
1033360000,0.021505,122,machine-1-1
1033446400,0.010753,123,machine-1-1
1033532800,0.010753,124,machine-1-1
1033619200,0.010753,125,machine-1-1
1033705600,0.010753,126,machine-1-1
1033792000,0.010753,127,machine-1-1
1033878400,0.010753,128,machine-1-1
1033964800,0.010753,129,machine-1-1
1034051200,0.010753,130,machine-1-1
1034137600,0.010753,131,machine-1-1
1034224000,0.010753,132,machine-1-1
1034310400,0.010753,133,machine-1-1
1034396800,0.021505,134,machine-1-1
1034483200,0.021505,135,machine-1-1
1034569600,0.021505,136,machine-1-1
1034656000,0.021505,137,machine-1-1
1034742400,0.021505,138,machine-1-1
1034828800,0.021505,139,machine-1-1
1034915200,0.021505,140,machine-1-1
1035001600,0.021505,141,machine-1-1
1035088000,0.021505,142,machine-1-1
1035174400,0.021505,143,machine-1-1
1035260800,0.021505,144,machine-1-1
1035347200,0.021505,145,machine-1-1
1035433600,0.010753,146,machine-1-1
1035520000,0.021505,147,machine-1-1
1035606400,0.021505,148,machine-1-1
1035692800,0.021505,149,machine-1-1
1035779200,0.021505,150,machine-1-1
1035865600,0.021505,151,machine-1-1
1035952000,0.021505,152,machine-1-1
1036038400,0.010753,153,machine-1-1
1036124800,0.010753,154,machine-1-1
1036211200,0.010753,155,machine-1-1
1036297600,0.010753,156,machine-1-1
1036384000,0.010753,157,machine-1-1
1036470400,0.010753,158,machine-1-1
1036556800,0.010753,159,machine-1-1
1036643200,0.021505,160,machine-1-1
1036729600,0.021505,161,machine-1-1
1036816000,0.021505,162,machine-1-1
1036902400,0.021505,163,machine-1-1
1036988800,0.021505,164,machine-1-1
1037075200,0.032258,165,machine-1-1
1037161600,0.021505,166,machine-1-1
1037248000,0.021505,167,machine-1-1
1037334400,0.021505,168,machine-1-1
1037420800,0.021505,169,machine-1-1
1037507200,0.021505,170,machine-1-1
1037593600,0.021505,171,machine-1-1
1037680000,0.021505,172,machine-1-1
1037766400,0.021505,173,machine-1-1
1037852800,0.021505,174,machine-1-1
1037939200,0.021505,175,machine-1-1
1038025600,0.010753,176,machine-1-1
1038112000,0.021505,177,machine-1-1
1038198400,0.010753,178,machine-1-1
1038284800,0.021505,179,machine-1-1
1038371200,0.021505,180,machine-1-1
1038457600,0.010753,181,machine-1-1
1038544000,0.021505,182,machine-1-1
1038630400,0.021505,183,machine-1-1
1038716800,0.021505,184,machine-1-1
1038803200,0.021505,185,machine-1-1
1038889600,0.021505,186,machine-1-1
1038976000,0.021505,187,machine-1-1
1039062400,0.021505,188,machine-1-1
1039148800,0.021505,189,machine-1-1
1039235200,0.021505,190,machine-1-1
1039321600,0.021505,191,machine-1-1
1039408000,0.010753,192,machine-1-1
1039494400,0.021505,193,machine-1-1
1039580800,0.010753,194,machine-1-1
1039667200,0.010753,195,machine-1-1
1039753600,0.021505,196,machine-1-1
1039840000,0.021505,197,machine-1-1
1039926400,0.021505,198,machine-1-1
1040012800,0.021505,199,machine-1-1
1040099200,0.021505,200,machine-1-1
1040185600,0.021505,201,machine-1-1
1040272000,0.021505,202,machine-1-1
1040358400,0.010753,203,machine-1-1
1040444800,0.010753,204,machine-1-1
1040531200,0.021505,205,machine-1-1
1040617600,0.010753,206,machine-1-1
1040704000,0.021505,207,machine-1-1
1040790400,0.021505,208,machine-1-1
1040876800,0.021505,209,machine-1-1
1040963200,0.010753,210,machine-1-1
1041049600,0.010753,211,machine-1-1
1041136000,0.010753,212,machine-1-1
1041222400,0.010753,213,machine-1-1
1041308800,0.021505,214,machine-1-1
1041395200,0.021505,215,machine-1-1
1041481600,0.021505,216,machine-1-1
1041568000,0.021505,217,machine-1-1
1041654400,0.021505,218,machine-1-1
1041740800,0.010753,219,machine-1-1
1041827200,0.010753,220,machine-1-1
1041913600,0.010753,221,machine-1-1
1042000000,0.010753,222,machine-1-1
1042086400,0.021505,223,machine-1-1
1042172800,0.021505,224,machine-1-1
1042259200,0.021505,225,machine-1-1
1042345600,0.021505,226,machine-1-1
1042432000,0.021505,227,machine-1-1
1042518400,0.021505,228,machine-1-1
1042604800,0.021505,229,machine-1-1
1042691200,0.021505,230,machine-1-1
1042777600,0.021505,231,machine-1-1
1042864000,0.021505,232,machine-1-1
1042950400,0.021505,233,machine-1-1
1043036800,0.021505,234,machine-1-1
1043123200,0.021505,235,machine-1-1
1043209600,0.021505,236,machine-1-1
1043296000,0.032258,237,machine-1-1
1043382400,0.021505,238,machine-1-1
1043468800,0.021505,239,machine-1-1
1043555200,0.021505,240,machine-1-1
1043641600,0.021505,241,machine-1-1
1043728000,0.010753,242,machine-1-1
1043814400,0.010753,243,machine-1-1
1043900800,0.010753,244,machine-1-1
1043987200,0.010753,245,machine-1-1
1044073600,0.010753,246,machine-1-1
1044160000,0.010753,247,machine-1-1
1044246400,0.010753,248,machine-1-1
1044332800,0.021505,249,machine-1-1
1044419200,0.021505,250,machine-1-1
1044505600,0.021505,251,machine-1-1
1044592000,0.021505,252,machine-1-1
1044678400,0.021505,253,machine-1-1
1044764800,0.010753,254,machine-1-1
1044851200,0.010753,255,machine-1-1
1044937600,0.010753,256,machine-1-1
1045024000,0.010753,257,machine-1-1
1045110400,0.010753,258,machine-1-1
1045196800,0.021505,259,machine-1-1
1045283200,0.021505,260,machine-1-1
1045369600,0.021505,261,machine-1-1
1045456000,0.021505,262,machine-1-1
1045542400,0.010753,263,machine-1-1
1045628800,0.021505,264,machine-1-1
1045715200,0.010753,265,machine-1-1
1045801600,0.010753,266,machine-1-1
1045888000,0.010753,267,machine-1-1
1045974400,0.010753,268,machine-1-1
1046060800,0.021505,269,machine-1-1
1046147200,0.021505,270,machine-1-1
1046233600,0.021505,271,machine-1-1
1046320000,0.021505,272,machine-1-1
1046406400,0.010753,273,machine-1-1
1046492800,0.010753,274,machine-1-1
1046579200,0.010753,275,machine-1-1
1046665600,0.010753,276,machine-1-1
1046752000,0.010753,277,machine-1-1
1046838400,0.010753,278,machine-1-1
1046924800,0.010753,279,machine-1-1
1047011200,0.021505,280,machine-1-1
1047097600,0.010753,281,machine-1-1
1047184000,0.010753,282,machine-1-1
1047270400,0.010753,283,machine-1-1
1047356800,0.010753,284,machine-1-1
1047443200,0.010753,285,machine-1-1
1047529600,0.021505,286,machine-1-1
1047616000,0.021505,287,machine-1-1
1047702400,0.010753,288,machine-1-1
1047788800,0.010753,289,machine-1-1
1047875200,0.010753,290,machine-1-1
1047961600,0.010753,291,machine-1-1
1048048000,0.010753,292,machine-1-1
1048134400,0.010753,293,machine-1-1
1048220800,0.010753,294,machine-1-1
1048307200,0.021505,295,machine-1-1
1048393600,0.021505,296,machine-1-1
1048480000,0.021505,297,machine-1-1
1048566400,0.021505,298,machine-1-1
1048652800,0.021505,299,machine-1-1
1048739200,0.021505,300,machine-1-1
1048825600,0.021505,301,machine-1-1
1048912000,0.021505,302,machine-1-1
1048998400,0.021505,303,machine-1-1
1049084800,0.021505,304,machine-1-1
1049171200,0.021505,305,machine-1-1
1049257600,0.032258,306,machine-1-1
1049344000,0.021505,307,machine-1-1
1049430400,0.032258,308,machine-1-1
1049516800,0.021505,309,machine-1-1
1049603200,0.021505,310,machine-1-1
1049689600,0.021505,311,machine-1-1
1049776000,0.021505,312,machine-1-1
1049862400,0.021505,313,machine-1-1
1049948800,0.021505,314,machine-1-1
1050035200,0.021505,315,machine-1-1
1050121600,0.021505,316,machine-1-1
1050208000,0.021505,317,machine-1-1
1050294400,0.010753,318,machine-1-1
1050380800,0.021505,319,machine-1-1
1050467200,0.021505,320,machine-1-1
1050553600,0.010753,321,machine-1-1
1050640000,0.021505,322,machine-1-1
1050726400,0.021505,323,machine-1-1
1050812800,0.021505,324,machine-1-1
1050899200,0.021505,325,machine-1-1
1050985600,0.021505,326,machine-1-1
1051072000,0.010753,327,machine-1-1
1051158400,0.021505,328,machine-1-1
1051244800,0.021505,329,machine-1-1
1051331200,0.021505,330,machine-1-1
1051417600,0.021505,331,machine-1-1
1051504000,0.021505,332,machine-1-1
1051590400,0.021505,333,machine-1-1
1051676800,0.021505,334,machine-1-1
1051763200,0.021505,335,machine-1-1
1051849600,0.010753,336,machine-1-1
1051936000,0.010753,337,machine-1-1
1052022400,0.010753,338,machine-1-1
1052108800,0.010753,339,machine-1-1
1052195200,0.021505,340,machine-1-1
1052281600,0.021505,341,machine-1-1
1052368000,0.021505,342,machine-1-1
1052454400,0.010753,343,machine-1-1
1052540800,0.021505,344,machine-1-1
1052627200,0.010753,345,machine-1-1
1052713600,0.010753,346,machine-1-1
1052800000,0.010753,347,machine-1-1
1052886400,0.010753,348,machine-1-1
1052972800,0.010753,349,machine-1-1
1053059200,0.021505,350,machine-1-1
1053145600,0.021505,351,machine-1-1
1053232000,0.021505,352,machine-1-1
1053318400,0.021505,353,machine-1-1
1053404800,0.021505,354,machine-1-1
1053491200,0.021505,355,machine-1-1
1053577600,0.021505,356,machine-1-1
1053664000,0.021505,357,machine-1-1
1053750400,0.021505,358,machine-1-1
1053836800,0.021505,359,machine-1-1
1053923200,0.021505,360,machine-1-1
1054009600,0.021505,361,machine-1-1
1054096000,0.021505,362,machine-1-1
1054182400,0.032258,363,machine-1-1
1054268800,0.021505,364,machine-1-1
1054355200,0.021505,365,machine-1-1
1054441600,0.032258,366,machine-1-1
1054528000,0.032258,367,machine-1-1
1054614400,0.032258,368,machine-1-1
1054700800,0.021505,369,machine-1-1
1054787200,0.021505,370,machine-1-1
1054873600,0.021505,371,machine-1-1
1054960000,0.021505,372,machine-1-1
1055046400,0.010753,373,machine-1-1
1055132800,0.021505,374,machine-1-1
1055219200,0.021505,375,machine-1-1
1055305600,0.021505,376,machine-1-1
1055392000,0.032258,377,machine-1-1
1055478400,0.021505,378,machine-1-1
1055564800,0.021505,379,machine-1-1
1055651200,0.021505,380,machine-1-1
1055737600,0.032258,381,machine-1-1
1055824000,0.021505,382,machine-1-1
1055910400,0.032258,383,machine-1-1
1055996800,0.021505,384,machine-1-1
1056083200,0.021505,385,machine-1-1
1056169600,0.032258,386,machine-1-1
1056256000,0.032258,387,machine-1-1
1056342400,0.032258,388,machine-1-1
1056428800,0.032258,389,machine-1-1
1056515200,0.032258,390,machine-1-1
1056601600,0.021505,391,machine-1-1
1056688000,0.021505,392,machine-1-1
1056774400,0.032258,393,machine-1-1
1056860800,0.032258,394,machine-1-1
1056947200,0.032258,395,machine-1-1
1057033600,0.032258,396,machine-1-1
1057120000,0.032258,397,machine-1-1
1057206400,0.032258,398,machine-1-1
1057292800,0.032258,399,machine-1-1
1057379200,0.032258,400,machine-1-1
1057465600,0.032258,401,machine-1-1
1057552000,0.032258,402,machine-1-1
1057638400,0.032258,403,machine-1-1
1057724800,0.032258,404,machine-1-1
1057811200,0.032258,405,machine-1-1
1057897600,0.032258,406,machine-1-1
1057984000,0.032258,407,machine-1-1
1058070400,0.021505,408,machine-1-1
1058156800,0.021505,409,machine-1-1
1058243200,0.032258,410,machine-1-1
1058329600,0.032258,411,machine-1-1
1058416000,0.032258,412,machine-1-1
1058502400,0.032258,413,machine-1-1
1058588800,0.032258,414,machine-1-1
1058675200,0.032258,415,machine-1-1
1058761600,0.032258,416,machine-1-1
1058848000,0.021505,417,machine-1-1
1058934400,0.032258,418,machine-1-1
1059020800,0.032258,419,machine-1-1
1059107200,0.032258,420,machine-1-1
1059193600,0.032258,421,machine-1-1
1059280000,0.032258,422,machine-1-1
1059366400,0.032258,423,machine-1-1
1059452800,0.032258,424,machine-1-1
1059539200,0.032258,425,machine-1-1
1059625600,0.032258,426,machine-1-1
1059712000,0.043011,427,machine-1-1
1059798400,0.043011,428,machine-1-1
1059884800,0.043011,429,machine-1-1
1059971200,0.043011,430,machine-1-1
1060057600,0.043011,431,machine-1-1
1060144000,0.043011,432,machine-1-1
1060230400,0.043011,433,machine-1-1
1060316800,0.043011,434,machine-1-1
1060403200,0.053763,435,machine-1-1
1060489600,0.053763,436,machine-1-1
1060576000,0.053763,437,machine-1-1
1060662400,0.053763,438,machine-1-1
1060748800,0.043011,439,machine-1-1
1060835200,0.043011,440,machine-1-1
1060921600,0.032258,441,machine-1-1
1061008000,0.043011,442,machine-1-1
1061094400,0.043011,443,machine-1-1
1061180800,0.053763,444,machine-1-1
1061267200,0.043011,445,machine-1-1
1061353600,0.043011,446,machine-1-1
1061440000,0.043011,447,machine-1-1
1061526400,0.043011,448,machine-1-1
1061612800,0.043011,449,machine-1-1
1061699200,0.053763,450,machine-1-1
1061785600,0.043011,451,machine-1-1
1061872000,0.043011,452,machine-1-1
1061958400,0.043011,453,machine-1-1
1062044800,0.043011,454,machine-1-1
1062131200,0.043011,455,machine-1-1
1062217600,0.043011,456,machine-1-1
1062304000,0.043011,457,machine-1-1
1062390400,0.032258,458,machine-1-1
1062476800,0.043011,459,machine-1-1
1062563200,0.032258,460,machine-1-1
1062649600,0.032258,461,machine-1-1
1062736000,0.032258,462,machine-1-1
1062822400,0.032258,463,machine-1-1
1062908800,0.032258,464,machine-1-1
1062995200,0.043011,465,machine-1-1
1063081600,0.043011,466,machine-1-1
1063168000,0.043011,467,machine-1-1
1063254400,0.043011,468,machine-1-1
1063340800,0.043011,469,machine-1-1
1063427200,0.043011,470,machine-1-1
1063513600,0.043011,471,machine-1-1
1063600000,0.043011,472,machine-1-1
1063686400,0.043011,473,machine-1-1
1063772800,0.053763,474,machine-1-1
1063859200,0.043011,475,machine-1-1
1063945600,0.043011,476,machine-1-1
1064032000,0.043011,477,machine-1-1
1064118400,0.043011,478,machine-1-1
1064204800,0.043011,479,machine-1-1
1064291200,0.043011,480,machine-1-1
1064377600,0.043011,481,machine-1-1
1064464000,0.043011,482,machine-1-1
1064550400,0.043011,483,machine-1-1
1064636800,0.043011,484,machine-1-1
1064723200,0.043011,485,machine-1-1
1064809600,0.043011,486,machine-1-1
1064896000,0.043011,487,machine-1-1
1064982400,0.043011,488,machine-1-1
1065068800,0.043011,489,machine-1-1
1065155200,0.032258,490,machine-1-1
1065241600,0.043011,491,machine-1-1
1065328000,0.043011,492,machine-1-1
1065414400,0.043011,493,machine-1-1
1065500800,0.043011,494,machine-1-1
1065587200,0.043011,495,machine-1-1
1065673600,0.053763,496,machine-1-1
1065760000,0.043011,497,machine-1-1
1065846400,0.053763,498,machine-1-1
1065932800,0.043011,499,machine-1-1
1066019200,0.053763,500,machine-1-1
1066105600,0.043011,501,machine-1-1
1066192000,0.043011,502,machine-1-1
1066278400,0.043011,503,machine-1-1
1066364800,0.043011,504,machine-1-1
1066451200,0.043011,505,machine-1-1
1066537600,0.043011,506,machine-1-1
1066624000,0.043011,507,machine-1-1
1066710400,0.043011,508,machine-1-1
1066796800,0.043011,509,machine-1-1
1066883200,0.043011,510,machine-1-1
1066969600,0.043011,511,machine-1-1
1067056000,0.043011,512,machine-1-1
1067142400,0.043011,513,machine-1-1
1067228800,0.043011,514,machine-1-1
1067315200,0.032258,515,machine-1-1
1067401600,0.043011,516,machine-1-1
1067488000,0.043011,517,machine-1-1
1067574400,0.043011,518,machine-1-1
1067660800,0.043011,519,machine-1-1
1067747200,0.043011,520,machine-1-1
1067833600,0.043011,521,machine-1-1
1067920000,0.043011,522,machine-1-1
1068006400,0.043011,523,machine-1-1
1068092800,0.043011,524,machine-1-1
1068179200,0.043011,525,machine-1-1
1068265600,0.032258,526,machine-1-1
1068352000,0.043011,527,machine-1-1
1068438400,0.043011,528,machine-1-1
1068524800,0.032258,529,machine-1-1
1068611200,0.043011,530,machine-1-1
1068697600,0.043011,531,machine-1-1
1068784000,0.043011,532,machine-1-1
1068870400,0.043011,533,machine-1-1
1068956800,0.032258,534,machine-1-1
1069043200,0.032258,535,machine-1-1
1069129600,0.043011,536,machine-1-1
1069216000,0.043011,537,machine-1-1
1069302400,0.043011,538,machine-1-1
1069388800,0.032258,539,machine-1-1
1069475200,0.032258,540,machine-1-1
1069561600,0.032258,541,machine-1-1
1069648000,0.043011,542,machine-1-1
1069734400,0.043011,543,machine-1-1
1069820800,0.032258,544,machine-1-1
1069907200,0.032258,545,machine-1-1
1069993600,0.043011,546,machine-1-1
1070080000,0.032258,547,machine-1-1
1070166400,0.043011,548,machine-1-1
1070252800,0.043011,549,machine-1-1
1070339200,0.043011,550,machine-1-1
1070425600,0.043011,551,machine-1-1
1070512000,0.043011,552,machine-1-1
1070598400,0.043011,553,machine-1-1
1070684800,0.032258,554,machine-1-1
1070771200,0.032258,555,machine-1-1
1070857600,0.032258,556,machine-1-1
1070944000,0.043011,557,machine-1-1
1071030400,0.043011,558,machine-1-1
1071116800,0.032258,559,machine-1-1
1071203200,0.032258,560,machine-1-1
1071289600,0.032258,561,machine-1-1
1071376000,0.032258,562,machine-1-1
1071462400,0.043011,563,machine-1-1
1071548800,0.032258,564,machine-1-1
1071635200,0.032258,565,machine-1-1
1071721600,0.032258,566,machine-1-1
1071808000,0.032258,567,machine-1-1
1071894400,0.043011,568,machine-1-1
1071980800,0.043011,569,machine-1-1
1072067200,0.043011,570,machine-1-1
1072153600,0.043011,571,machine-1-1
1072240000,0.043011,572,machine-1-1
1072326400,0.043011,573,machine-1-1
1072412800,0.043011,574,machine-1-1
1072499200,0.032258,575,machine-1-1
1072585600,0.032258,576,machine-1-1
1072672000,0.032258,577,machine-1-1
1072758400,0.032258,578,machine-1-1
1072844800,0.032258,579,machine-1-1
1072931200,0.043011,580,machine-1-1
1073017600,0.032258,581,machine-1-1
1073104000,0.043011,582,machine-1-1
1073190400,0.043011,583,machine-1-1
1073276800,0.043011,584,machine-1-1
1073363200,0.043011,585,machine-1-1
1073449600,0.032258,586,machine-1-1
1073536000,0.032258,587,machine-1-1
1073622400,0.043011,588,machine-1-1
1073708800,0.043011,589,machine-1-1
1073795200,0.032258,590,machine-1-1
1073881600,0.043011,591,machine-1-1
1073968000,0.043011,592,machine-1-1
1074054400,0.043011,593,machine-1-1
1074140800,0.032258,594,machine-1-1
1074227200,0.043011,595,machine-1-1
1074313600,0.043011,596,machine-1-1
1074400000,0.043011,597,machine-1-1
1074486400,0.043011,598,machine-1-1
1074572800,0.043011,599,machine-1-1
1074659200,0.043011,600,machine-1-1
1074745600,0.053763,601,machine-1-1
1074832000,0.043011,602,machine-1-1
1074918400,0.043011,603,machine-1-1
1075004800,0.043011,604,machine-1-1
1075091200,0.032258,605,machine-1-1
1075177600,0.043011,606,machine-1-1
1075264000,0.043011,607,machine-1-1
1075350400,0.043011,608,machine-1-1
1075436800,0.032258,609,machine-1-1
1075523200,0.043011,610,machine-1-1
1075609600,0.043011,611,machine-1-1
1075696000,0.043011,612,machine-1-1
1075782400,0.043011,613,machine-1-1
1075868800,0.032258,614,machine-1-1
1075955200,0.032258,615,machine-1-1
1076041600,0.032258,616,machine-1-1
1076128000,0.043011,617,machine-1-1
1076214400,0.043011,618,machine-1-1
1076300800,0.043011,619,machine-1-1
1076387200,0.032258,620,machine-1-1
1076473600,0.043011,621,machine-1-1
1076560000,0.043011,622,machine-1-1
1076646400,0.043011,623,machine-1-1
1076732800,0.043011,624,machine-1-1
1076819200,0.043011,625,machine-1-1
1076905600,0.043011,626,machine-1-1
1076992000,0.043011,627,machine-1-1
1077078400,0.043011,628,machine-1-1
1077164800,0.032258,629,machine-1-1
1077251200,0.043011,630,machine-1-1
1077337600,0.043011,631,machine-1-1
1077424000,0.043011,632,machine-1-1
1077510400,0.043011,633,machine-1-1
1077596800,0.032258,634,machine-1-1
1077683200,0.032258,635,machine-1-1
1077769600,0.032258,636,machine-1-1
1077856000,0.032258,637,machine-1-1
1077942400,0.043011,638,machine-1-1
1078028800,0.043011,639,machine-1-1
1078115200,0.043011,640,machine-1-1
1078201600,0.032258,641,machine-1-1
1078288000,0.043011,642,machine-1-1
1078374400,0.043011,643,machine-1-1
1078460800,0.043011,644,machine-1-1
1078547200,0.032258,645,machine-1-1
1078633600,0.032258,646,machine-1-1
1078720000,0.032258,647,machine-1-1
1078806400,0.043011,648,machine-1-1
1078892800,0.043011,649,machine-1-1
1078979200,0.043011,650,machine-1-1
1079065600,0.053763,651,machine-1-1
1079152000,0.043011,652,machine-1-1
1079238400,0.043011,653,machine-1-1
1079324800,0.043011,654,machine-1-1
1079411200,0.043011,655,machine-1-1
1079497600,0.043011,656,machine-1-1
1079584000,0.043011,657,machine-1-1
1079670400,0.043011,658,machine-1-1
1079756800,0.043011,659,machine-1-1
1079843200,0.043011,660,machine-1-1
1079929600,0.043011,661,machine-1-1
1080016000,0.043011,662,machine-1-1
1080102400,0.032258,663,machine-1-1
1080188800,0.032258,664,machine-1-1
1080275200,0.032258,665,machine-1-1
1080361600,0.032258,666,machine-1-1
1080448000,0.032258,667,machine-1-1
1080534400,0.032258,668,machine-1-1
1080620800,0.032258,669,machine-1-1
1080707200,0.032258,670,machine-1-1
1080793600,0.032258,671,machine-1-1
1080880000,0.032258,672,machine-1-1
1080966400,0.032258,673,machine-1-1
1081052800,0.043011,674,machine-1-1
1081139200,0.043011,675,machine-1-1
1081225600,0.032258,676,machine-1-1
1081312000,0.032258,677,machine-1-1
1081398400,0.043011,678,machine-1-1
1081484800,0.043011,679,machine-1-1
1081571200,0.043011,680,machine-1-1
1081657600,0.043011,681,machine-1-1
1081744000,0.043011,682,machine-1-1
1081830400,0.043011,683,machine-1-1
1081916800,0.043011,684,machine-1-1
1082003200,0.043011,685,machine-1-1
1082089600,0.043011,686,machine-1-1
1082176000,0.043011,687,machine-1-1
1082262400,0.043011,688,machine-1-1
1082348800,0.043011,689,machine-1-1
1082435200,0.053763,690,machine-1-1
1082521600,0.043011,691,machine-1-1
1082608000,0.043011,692,machine-1-1
1082694400,0.043011,693,machine-1-1
1082780800,0.043011,694,machine-1-1
1082867200,0.043011,695,machine-1-1
1082953600,0.043011,696,machine-1-1
1083040000,0.043011,697,machine-1-1
1083126400,0.032258,698,machine-1-1
1083212800,0.043011,699,machine-1-1
1083299200,0.043011,700,machine-1-1
1083385600,0.053763,701,machine-1-1
1083472000,0.043011,702,machine-1-1
1083558400,0.053763,703,machine-1-1
1083644800,0.053763,704,machine-1-1
1083731200,0.053763,705,machine-1-1
1083817600,0.053763,706,machine-1-1
1083904000,0.053763,707,machine-1-1
1083990400,0.053763,708,machine-1-1
1084076800,0.053763,709,machine-1-1
1084163200,0.053763,710,machine-1-1
1084249600,0.043011,711,machine-1-1
1084336000,0.043011,712,machine-1-1
1084422400,0.043011,713,machine-1-1
1084508800,0.053763,714,machine-1-1
1084595200,0.053763,715,machine-1-1
1084681600,0.053763,716,machine-1-1
1084768000,0.053763,717,machine-1-1
1084854400,0.053763,718,machine-1-1
1084940800,0.053763,719,machine-1-1
1085027200,0.053763,720,machine-1-1
1085113600,0.043011,721,machine-1-1
1085200000,0.053763,722,machine-1-1
1085286400,0.043011,723,machine-1-1
1085372800,0.053763,724,machine-1-1
1085459200,0.053763,725,machine-1-1
1085545600,0.053763,726,machine-1-1
1085632000,0.043011,727,machine-1-1
1085718400,0.043011,728,machine-1-1
1085804800,0.053763,729,machine-1-1
1085891200,0.053763,730,machine-1-1
1085977600,0.053763,731,machine-1-1
1086064000,0.053763,732,machine-1-1
1086150400,0.053763,733,machine-1-1
1086236800,0.043011,734,machine-1-1
